city_id,bynavn,bynavn_slug,location_preposition,confidence,reason,needs_manual_review
79750839-c727-4d8f-84b6-9e22a76d6fb5,Billum,billum,i,high,default_city_town,false
3cc32459-72e2-46e0-adfe-0609a94ebadf,Billund,billund,i,high,default_city_town,false
371bd85e-23ed-462c-979a-5dc5ea00d326,Bindslev,bindslev,i,high,default_city_town,false
c463f1c1-01a1-4ee5-a34b-a4408dd2c96d,Birkerød,birkeroed,i,high,default_city_town,false
eed3901a-4a30-45f1-b405-19161ca0a504,Birkholm,birkholm,på,high,island_or_named_area,false
1c729ce9-7c25-4c2d-a4c8-07fb082a0734,Bjerringbro,bjerringbro,i,high,default_city_town,false
fbfc5a71-73f8-4dd7-b246-46196954df31,Bjert,bjert,i,high,default_city_town,false
340cc045-8adb-4364-a834-c9a38a63ce33,Bjæverskov,bjaeverskov,i,high,default_city_town,false
e59f0789-7cd4-40e3-8765-1c407963aece,Bjørnø,bjoernoe,på,high,island_or_named_area,false
2429378a-01d7-4081-bf80-c0ab218d202b,Blokhus,blokhus,i,high,default_city_town,false
0a13fcb8-9341-4fff-a578-f9864b225d5f,Blommenslyst,blommenslyst,i,high,default_city_town,false
81b22165-8582-4afc-a488-c2b186f58f42,Blåvand,blaavand,i,high,default_city_town,false
f93add70-f1c9-45b6-a0d4-a261cd755410,Boeslunde,boeslunde,i,high,default_city_town,false
8b035f50-fe14-402f-a3af-3cde5dd14b7d,Bogense,bogense,i,high,default_city_town,false
8aaca81c-0ac7-40d0-8f93-95df85d63ffb,Bogø By,bogoe-by,i,high,island_or_named_area,false
8f2f0cf4-5d42-44c3-af9f-5fe6a2ce62d3,Bolderslev,bolderslev,i,high,default_city_town,false
3f94e5fe-6f2d-4246-b7a3-00268f72bf5a,Bording,bording,i,high,default_city_town,false
a8eafe66-744e-4ec6-b6a6-a8495df632c2,Borre,borre,i,high,default_city_town,false
1fc15f3d-a10c-49fc-be5e-9c5c50433755,Borup,borup,i,high,default_city_town,false
a8223c29-86d0-497f-8ab4-cb2ac57bdbe5,Brabrand,brabrand,i,high,default_city_town,false
ed56111f-ceb2-4eac-8573-d71a08c32ff7,Bramming,bramming,i,high,default_city_town,false
607a7ae5-164c-4995-a31b-ed07ad5ac58f,Brande,brande,i,high,default_city_town,false
557562bb-13d1-44a4-9d94-a9c522e4c983,Branderup J,branderup-j,i,high,default_city_town,false
f9761be1-17c4-4b20-ae10-927f6008f16e,Bredebro,bredebro,i,high,default_city_town,false
063cd7c2-3c45-4eeb-9609-66348be9fe27,Bredsten,bredsten,i,high,default_city_town,false
82a9f8d3-bf8f-4718-8150-90cee7cf34a1,Brenderup Fyn,brenderup-fyn,i,high,default_city_town,false
0fcbe211-d332-477c-a08b-b1c2e31e3ab9,Broager,broager,i,high,default_city_town,false
3b74c084-59f8-49df-9289-975f0ed8e389,Broby,broby,i,high,default_city_town,false
17953658-1a3d-400d-ae89-c1eeeeb3ec8a,Brovst,brovst,i,high,default_city_town,false
b95dc5a7-6141-46b4-b72e-79d0a417a998,Bryrup,bryrup,i,high,default_city_town,false
442cfd63-b133-4dab-a8c8-7c4a75583180,Brædstrup,braedstrup,i,high,default_city_town,false
120dc836-360e-44e3-9b54-a1db22938a37,Brøndby,broendby,i,high,default_city_town,false
89641046-2761-4d2f-a6fe-52ac04648b89,Brøndby Strand,broendby-strand,i,high,default_city_town,false
01ab65a4-c448-4b1d-a685-79e189ad26ea,Brønderslev,broenderslev,i,high,default_city_town,false
e481da35-cbe7-4095-805b-8ec8b52d21b0,Brønshøj,broenshoej,i,high,default_city_town,false
8310d415-4121-4208-9844-d5d4ac7b38a7,Brørup,broerup,i,high,default_city_town,false
ab28561a-3db1-4705-92db-15a3738789f5,Bylderup-Bov,bylderup-bov,i,high,default_city_town,false
ba4ffcbf-0f53-4e92-ab67-4b9a3a2a5905,Bække,baekke,i,high,default_city_town,false
397bf7ba-f8f7-4431-ada7-6654f93221f8,Bækmarksbro,baekmarksbro,i,high,default_city_town,false
b54e2b14-ea1b-41c7-9a81-760d331085ed,Bælum,baelum,i,high,default_city_town,false
7f449066-6712-4959-a23e-8d3adf760c42,Børkop,boerkop,i,high,default_city_town,false
cf107c86-b818-4553-92e8-afb75fafca19,Bøvlingbjerg,boevlingbjerg,i,high,default_city_town,false
7d7f2184-ddf5-49bb-b8fe-610f4b606231,Charlottenlund,charlottenlund,i,high,default_city_town,false
68528e75-8807-41a9-8ffa-d84c93633528,Christiansfeld,christiansfeld,i,high,default_city_town,false
f10529b9-89de-4b80-aa23-f3eb24efd51a,Dalby,dalby,i,high,default_city_town,false
55036b02-c5e3-45e1-ab82-a1afb34ae42a,Dalmose,dalmose,i,high,default_city_town,false
fd8079e4-0194-40fd-ac73-95d4ebb8c103,Danmark,danmark,i,high,system_location,false
07a42762-8014-4af5-b253-71f3b77ceb79,Dannemare,dannemare,i,high,default_city_town,false
6c2664fc-4c00-4a6e-8490-b613b143920a,Daugård,daugaard,i,high,default_city_town,false
18c6dc2b-fec4-4ca1-82d8-26d91164accd,Dianalund,dianalund,i,high,default_city_town,false
d8c04956-e2da-4550-b3a2-df59c5d1cd2e,Dragør,dragoer,i,high,default_city_town,false
6fd31d32-16b6-430c-8f2b-63636ca8249a,Dronninglund,dronninglund,i,high,default_city_town,false
815d9453-7008-4c49-ac12-6cae7946cdc5,Dronningmølle,dronningmoelle,i,high,default_city_town,false
4ca15c55-e373-48cc-850c-7e0f7194a560,Dybvad,dybvad,i,high,default_city_town,false
ec4856fe-ba72-45d0-ac43-212ec63e7066,Dyssegård,dyssegaard,i,high,default_city_town,false
36197ebf-6357-45bf-a47f-92678ea828f7,Ebberup,ebberup,i,high,default_city_town,false
1a8eabc0-e289-4323-9cbd-47d99b6db732,Ebeltoft,ebeltoft,i,high,default_city_town,false
7cf83001-54e1-4508-abf9-ab59f6a4b7cc,Egernsund,egernsund,i,high,default_city_town,false
cb1b6825-e5a6-45ed-bc57-5c27ec62fc83,Egtved,egtved,i,high,default_city_town,false
8dfcd370-9707-4940-b2b9-dae2f805bbd2,Egå,egaa,i,high,default_city_town,false
9e0279b9-ca67-4385-8b12-92d0c5b9c415,Ejby,ejby,i,high,default_city_town,false
974ce03f-4f18-49ce-9796-067af07f5fde,Ejstrupholm,ejstrupholm,i,high,default_city_town,false
3f72465e-9a06-46de-93f1-38cb5aa905ed,Endelave,endelave,på,high,island_or_named_area,false
45ed42b4-9717-4fa7-a9b5-e14809a31b5a,Engesvang,engesvang,i,high,default_city_town,false
94c6e3e6-a3f0-457a-82b8-640a20b88efc,Errindlev,errindlev,i,high,default_city_town,false
4c383a0b-5e51-49fd-89f0-a5d8b4da0bea,Erslev,erslev,i,high,default_city_town,false
e5724cfb-aa0f-4d02-a8fd-e21d57e0498d,Esbjerg,esbjerg,i,high,default_city_town,false
289dde98-d24a-4f56-9639-e477d72052a6,Esbjerg N,esbjerg-n,i,high,default_city_town,false
5fcf7bd3-5cb1-4574-b8bb-ffd6ef7b741d,Esbjerg V,esbjerg-v,i,high,default_city_town,false
959980b7-0281-4ae2-8ff8-31bae158e79b,Esbjerg Ø,esbjerg-oe,i,high,default_city_town,false
4b1570c5-6e2a-462e-8e91-1e6d102e5d97,Eskebjerg,eskebjerg,i,high,default_city_town,false
8cf02328-583c-46a4-a2b0-66b9b0321093,Eskilstrup,eskilstrup,i,high,default_city_town,false
3b315074-1e6f-4c55-9488-5b095c6c6cfa,Espergærde,espergaerde,i,high,default_city_town,false
735b11eb-5ab6-4181-914f-7b4bb3522780,Faaborg,faaborg,i,high,default_city_town,false
a62d0f87-17b4-4b4f-8af5-671b356989ff,Fanø,fanoe,på,high,island_or_named_area,false
7dc21084-785b-4539-af9f-29f94325a047,Farsø,farsoe,i,high,default_city_town,false
3a528549-6a5c-4d28-924b-bd6973c54e15,Farum,farum,i,high,default_city_town,false
4433f04d-2348-420e-b451-06a97b9cbc3a,Faxe,faxe,i,high,default_city_town,false
2499a930-cff5-4aa4-999c-9a04907e65ec,Faxe Ladeplads,faxe-ladeplads,i,high,default_city_town,false
1c038905-3f14-4009-860e-0e5f7d9e7e6d,Fejø,fejoe,på,high,island_or_named_area,false
14376c01-a370-405f-9c4b-c3dc83b2acce,Femø,femoe,på,high,island_or_named_area,false
b08c9c6a-a738-4139-85f3-9a9905be5f5c,Ferritslev Fyn,ferritslev-fyn,i,high,default_city_town,false
e9ab25f9-19ee-4505-b29d-b0274fcff90e,Fjenneslev,fjenneslev,i,high,default_city_town,false
1eb3c39c-c028-4573-b484-8966a09dc978,Fjerritslev,fjerritslev,i,high,default_city_town,false
74e2dd49-85ff-4761-b54b-67fb0e210f87,Flemming,flemming,i,high,default_city_town,false
5bd80a85-3006-423c-8ea9-fb1f913904d4,Fredensborg,fredensborg,i,high,default_city_town,false
83a90fcc-4c07-4840-b1fc-dc2155efcf46,Fredericia,fredericia,i,high,default_city_town,false
0f2c55e7-f351-45ce-9b0b-3ef343e3f6d0,Frederiksberg,frederiksberg,i,high,default_city_town,false
3fe848bc-3327-4b9b-8cd8-f69a3eb35f73,Frederiksberg C,frederiksberg-c,i,high,default_city_town,false
1ab3051b-30d4-4aa5-9c62-d59e836967c9,Frederikshavn,frederikshavn,i,high,default_city_town,false
7062ad6e-dff1-4fd3-92e9-339d2b53e319,Frederikssund,frederikssund,i,high,default_city_town,false
7644f284-f053-43a1-a6d0-60e5a2ff46d5,Frederiksværk,frederiksvaerk,i,high,default_city_town,false
883b4de4-065e-4968-a866-cb3ca0e07787,Frørup,froerup,i,high,default_city_town,false
8beb3e21-01f7-4716-a3d0-8c7969cf6674,Frøstrup,froestrup,i,high,default_city_town,false
1b8dded0-c390-4852-80a0-5af8f60c885d,Fuglebjerg,fuglebjerg,i,high,default_city_town,false
b8a8ab22-3be3-4c6a-955e-79ee29c63912,Fur,fur,på,high,island_or_named_area,false
6fcd2a2c-de67-4d50-8053-18396d3f13c8,Fårevejle,faarevejle,i,high,default_city_town,false
22cfd597-2998-4e27-9235-bfaaa5ec5a8c,Fårup,faarup,i,high,default_city_town,false
b5741257-4889-4fab-b232-0efc324bea11,Fårvang,faarvang,i,high,default_city_town,false
39193d1d-a5a6-4581-b89d-67f1a56519c7,Føllenslev,foellenslev,i,high,default_city_town,false
14667d3b-11d0-4e02-bbe9-fa46c9a8e3ae,Føvling,foevling,i,high,default_city_town,false
8ab6ad62-5767-4d6c-8cef-7476b3dc9b7e,Gadbjerg,gadbjerg,i,high,default_city_town,false
dd7ea539-ea33-481a-891a-abceb1cf3fee,Gadstrup,gadstrup,i,high,default_city_town,false
cd4aac76-101c-46e0-86ca-73d55fa14483,Galten,galten,i,high,default_city_town,false
985028fb-2c42-4675-b2b6-cba839f54ba1,Gandrup,gandrup,i,high,default_city_town,false
04ce7262-815a-49c6-9eba-47ed3b2eaed9,Gedser,gedser,i,high,default_city_town,false
ce62c127-b37e-4f92-8784-5632c406c969,Gedsted,gedsted,i,high,default_city_town,false
c9b8349c-d54e-4017-9761-3bbdcbb63746,Gedved,gedved,i,high,default_city_town,false
c2807786-0631-4834-a3aa-70f11f60e3f4,Gelsted,gelsted,i,high,default_city_town,false
2b0a0ca6-8ea1-4ab1-b4eb-51b65fc725d7,Gentofte,gentofte,i,high,default_city_town,false
251ab444-d148-4dbf-8c9b-cf41eadf52f8,Gesten,gesten,i,high,default_city_town,false
c72d0468-b138-4baa-891f-9f3e7bb262ae,Gilleleje,gilleleje,i,high,default_city_town,false
176b58c1-e334-4a80-a168-26edc99a80ab,Gislev,gislev,i,high,default_city_town,false
7e2c7e5c-7633-4712-900f-25a45cb04c55,Gislinge,gislinge,i,high,default_city_town,false
c21b2cfa-3c96-46e0-bec1-c61305614263,Gistrup,gistrup,i,high,default_city_town,false
39968885-b48f-4638-8d3a-ba0542329522,Give,give,i,high,default_city_town,false
30eef596-babf-407e-a1c5-f0669185a895,Gjerlev J,gjerlev-j,i,high,default_city_town,false
202f1a77-b137-448c-9c9f-8580fa1066d1,Gjern,gjern,i,high,default_city_town,false
2c329e3d-46ac-4498-86ce-64156df0acb7,Glamsbjerg,glamsbjerg,i,high,default_city_town,false
76a9d230-da17-46b6-afb3-24a88ebe7e00,Glejbjerg,glejbjerg,i,high,default_city_town,false
29db458e-07ea-487c-a41e-e4471a154980,Glesborg,glesborg,i,high,default_city_town,false
1bda136e-7029-4287-a6ac-2ef217b9122b,Glostrup,glostrup,i,high,default_city_town,false
ee20b673-0841-43f2-8c47-760c91cc9bdb,Glumsø,glumsoe,i,high,default_city_town,false
3f756d4c-80c8-4a4c-a030-a8035dd9aad2,Gram,gram,i,high,default_city_town,false
dce2de63-694a-4888-8653-2362d8cbdfb6,Gredstedbro,gredstedbro,i,high,default_city_town,false
dab5efdf-cc69-4800-ab57-e9a8a04146df,Grenaa,grenaa,i,high,default_city_town,false
308f5503-ebe8-4346-8d39-064333d0088b,Greve,greve,i,high,default_city_town,false
2b9bdf7a-7c89-4426-b7d6-3d8a90c45975,Grevinge,grevinge,i,high,default_city_town,false
58d0bb6a-c068-4271-a684-3f5dfa61181b,Grindsted,grindsted,i,high,default_city_town,false
26ec201e-0d81-4772-9e06-9cb2134e780e,Gråsten,graasten,i,high,default_city_town,false
db3d3f31-87bd-4f91-a05d-906179843948,Græsted,graested,i,high,default_city_town,false
93a56ca8-3c08-4fce-b197-8eb0c2fe075e,Gudbjerg Sydfyn,gudbjerg-sydfyn,i,high,default_city_town,false
9988d41c-540f-4fda-9b9b-abed8ca7a0de,Gudhjem,gudhjem,i,high,default_city_town,false
c2bffc6c-d6d3-44f8-a321-9059fc47ba3a,Gudme,gudme,i,high,default_city_town,false
8bf95cdb-1823-497d-ad03-521fcf94341f,Guldborg,guldborg,i,high,default_city_town,false
3d19b1c6-6cb2-43f7-97b5-78dc9f038fca,Gørding,goerding,i,high,default_city_town,false
c1f91af0-09f7-441d-9861-8bb83c5f3c42,Gørlev,goerlev,i,high,default_city_town,false
01143a9c-e8e8-4bf5-962a-f8c048a81798,Gørløse,goerloese,i,high,default_city_town,false
7f7fb1f8-6384-4352-9d13-942522d36ba1,Haarby,haarby,i,high,default_city_town,false
7e14155b-060e-41fa-ac07-8e68dd3702d5,Haderslev,haderslev,i,high,default_city_town,false
e3cbe214-6239-4bc8-96b2-437bdf9cae73,Haderup,haderup,i,high,default_city_town,false
5b9ae901-2f7d-49c9-b416-0baa8458d3db,Hadsten,hadsten,i,high,default_city_town,false
09d24407-da64-45b2-8df6-b5cf1decefa2,Hadsund,hadsund,i,high,default_city_town,false
bc6bf796-21a3-42ce-89e2-f3cac8b40e00,Hals,hals,i,high,default_city_town,false
177893f3-6de2-4d30-a563-9c2cb8fe386a,Hammel,hammel,i,high,default_city_town,false
def15d46-7298-48fa-ae2f-22912e3331df,Hampen,hampen,i,high,default_city_town,false
4cc9f4c0-cb1c-4178-9c3e-16468ac253e6,Hanstholm,hanstholm,i,high,default_city_town,false
1261a700-e8fe-4bb1-8818-e21747c60441,Harboøre,harbooere,i,high,default_city_town,false
7a070078-b6b9-4ce8-9d08-3196822e23c7,Harlev J,harlev-j,i,high,default_city_town,false
0ed66137-4365-4afc-ae60-66e3a81e2224,Harndrup,harndrup,i,high,default_city_town,false
b2591795-ff3e-4fd4-bf98-63bd61930c4d,Harpelunde,harpelunde,i,high,default_city_town,false
87bd9738-2929-4a63-925c-01d70fb330e4,Hasle,hasle,i,high,default_city_town,false
42481b40-f0f9-445a-98ad-d73d4dc91c1f,Haslev,haslev,i,high,default_city_town,false
b1a80d9a-ff95-45fb-a184-9e88502f0305,Hasselager,hasselager,i,high,default_city_town,false
a08cd934-47cb-4a63-a4b4-1d653a174983,Havdrup,havdrup,i,high,default_city_town,false
52cdf861-a450-4d58-88bb-784b5d403c5e,Havndal,havndal,i,high,default_city_town,false
e2c094c8-b3c0-4f96-b046-95d480c5e1b0,Hedehusene,hedehusene,i,high,default_city_town,false
c808a1fd-c447-4948-a7e5-364279eb78d2,Hedensted,hedensted,i,high,default_city_town,false
743ea8ed-a293-4655-b9c7-7e67892190d1,Hejls,hejls,i,high,default_city_town,false
4cd0b0b4-be35-4ada-af05-74b1567b93f0,Hejnsvig,hejnsvig,i,high,default_city_town,false
f3a72f35-6beb-4097-a9e8-38c3fee338b7,Hellebæk,hellebaek,i,high,default_city_town,false
37797789-f768-47f2-8921-9f82c55a08ee,Hellerup,hellerup,i,high,default_city_town,false
6a461208-10b1-4317-87f1-69020d4f5d4e,Helsinge,helsinge,i,high,default_city_town,false
c0809410-11f0-45b1-877b-805b52c4d59b,Helsingør,helsingoer,i,high,default_city_town,false
c9b63731-cdda-4e5c-986d-205172325e6e,Hemmet,hemmet,i,high,default_city_town,false
9e2b84d6-c826-4529-ac43-869dc52a47dd,Henne,henne,i,high,default_city_town,false
08a7deb3-3db3-4d1c-992b-e51ff97248af,Herfølge,herfoelge,i,high,default_city_town,false
57bd5c77-06d5-482a-b45c-06adcdcf0738,Herlev,herlev,i,high,default_city_town,false
60344a42-1364-4b06-9b07-2ba9c8c4f74c,Herlufmagle,herlufmagle,i,high,default_city_town,false
aa9f61b3-3915-4855-aeac-ddac30738488,Herning,herning,i,high,default_city_town,false
f9bdbda0-dbb9-48f1-8cf1-12a08be83cc2,Hesselager,hesselager,i,high,default_city_town,false
82aa4e78-f555-4319-ad7a-f403a990eb0e,Hillerød,hilleroed,i,high,default_city_town,false
14f3248b-0dd4-49e6-ac13-8b4a799caf57,Hinnerup,hinnerup,i,high,default_city_town,false
9aa7b1c1-23fb-42d2-953b-99262b38a3a6,Hirtshals,hirtshals,i,high,default_city_town,false
d326786e-b374-4ebc-b167-a37efd1cfc5b,Hjallerup,hjallerup,i,high,default_city_town,false
9aa8ec83-f871-4e34-9c55-5d642df55633,Hjerm,hjerm,i,high,default_city_town,false
332844ad-c5af-4a5c-8014-01fbdff642a4,Hjortshøj,hjortshoej,i,high,default_city_town,false
b27cdffe-2907-4d60-bafc-fde16c89004f,Hjørring,hjoerring,i,high,default_city_town,false
88205e19-d202-4702-bf9b-b9af60c68793,Hobro,hobro,i,high,default_city_town,false
f3608a59-f30c-4e7f-b715-30ba182186e6,Holbæk,holbaek,i,high,default_city_town,false
ba35e20f-a187-407a-bf53-1b95f572a69e,Holeby,holeby,i,high,default_city_town,false
37fe3922-16ec-4fb2-b382-668f15e0c33d,Holmegaard,holmegaard,i,high,default_city_town,false
06c5a68d-de58-4ec5-bc29-0863033907bb,Holstebro,holstebro,i,high,default_city_town,false
d0abf63e-878f-4b58-bd16-7877c9a9fee7,Holsted,holsted,i,high,default_city_town,false
9d924cd3-50bc-4c87-ab53-98090a53c926,Holte,holte,i,high,default_city_town,false
dbd08acb-dc75-4482-ab07-b7b4b0209c0a,Horbelev,horbelev,i,high,default_city_town,false
7450dec7-e060-43b3-ac09-510099f030a8,Hornbæk,hornbaek,i,high,default_city_town,false
c1d95377-8ddb-41a6-91ba-08aba769a866,Hornslet,hornslet,i,high,default_city_town,false
79af2276-3806-4153-a368-14ac1786b957,Hornsyld,hornsyld,i,high,default_city_town,false
8619a4ac-c26e-406a-8325-4ad197ae1244,Horsens,horsens,i,high,default_city_town,false
099b701c-d4e5-4477-ae43-ddef68ea1ddb,Horslunde,horslunde,i,high,default_city_town,false
4f62e4b0-75bc-4696-8173-8a733095f915,Hovborg,hovborg,i,high,default_city_town,false
7f2c8fce-d6a7-44fc-8db7-38c99fcddd17,Hovedgård,hovedgaard,i,high,default_city_town,false
423364a1-498f-4be4-9345-20d5da15d445,Humble,humble,i,high,default_city_town,false
48db2504-cb46-486b-8d14-c69159d08814,Humlebæk,humlebaek,i,high,default_city_town,false
f8581d05-db8c-442a-818d-82f884e7c10d,Hundested,hundested,i,high,default_city_town,false
2322c988-124a-4939-8ca2-b1e9edcfcb76,Hundslund,hundslund,i,high,default_city_town,false
52e1fad9-f20d-434d-9b86-e1f0f8025bc3,Hurup Thy,hurup-thy,i,high,default_city_town,false
a927f4d6-ff52-4739-8173-112dcd55d513,Hvalsø,hvalsoe,i,high,default_city_town,false
5effdcd6-bff7-4261-9a0f-26c87d814b2c,Hvide Sande,hvide-sande,i,high,default_city_town,false
239c5bc3-a3ec-496e-9bda-e3d01937d040,Hvidovre,hvidovre,i,high,default_city_town,false
898ef627-5205-4e20-8011-92bf7cdc8dd0,Hårlev,haarlev,i,high,default_city_town,false
b8bfaef7-6b4c-4b6c-ad78-fdb0eaedaf0b,Højbjerg,hoejbjerg,i,high,default_city_town,false
e2c32d79-8856-45a2-ab23-82a5dfc58bd3,Højby,hoejby,i,high,default_city_town,false
8ea0b0a6-4d05-414a-9fe8-696bd14348a8,Højer,hoejer,i,high,default_city_town,false
58857fa4-7eec-4352-9320-ea84663a70cf,Højslev,hoejslev,i,high,default_city_town,false
3ef24dcc-2e0e-46fa-a279-a5a7e2f1d2c9,Høng,hoeng,i,high,default_city_town,false
def0b18f-3382-46e3-8176-8212fa384071,Hørning,hoerning,i,high,default_city_town,false
b147d52d-f7b4-46ab-986d-63845d56147d,Hørsholm,hoersholm,i,high,default_city_town,false
df8a5038-551d-430d-a83d-361b57211682,Hørve,hoerve,i,high,default_city_town,false
919c78dd-f848-4d3d-ad91-e7e022d5f2f9,Idestrup,idestrup,i,high,default_city_town,false
1bbc0048-3967-4d41-a6f8-e3321a118ac6,Ikast,ikast,i,high,default_city_town,false
97a742c0-9ec6-49b4-b452-206c782ca902,Ishøj,ishoej,i,high,default_city_town,false
91bfe75a-817b-4c65-9a4b-2ab8055349a8,Janderup Vestj,janderup-vestj,i,high,default_city_town,false
88d197af-c24d-4a3b-9665-1d75efe47447,Jelling,jelling,i,high,default_city_town,false
8712bb54-d92b-48a7-9e17-50ec8f5ed703,Jerslev J,jerslev-j,i,high,default_city_town,false
cbf7791c-9873-427b-92a9-3f2895ac88ba,Jerslev Sjælland,jerslev-sjaelland,i,high,default_city_town,false
e3e48a6c-6ede-448f-952f-d9b4e1073833,Jerup,jerup,i,high,default_city_town,false
9c16c570-13eb-4c08-a583-e48b5f745662,Jordrup,jordrup,i,high,default_city_town,false
f7ce2718-0d44-4b2c-ad5d-62a3dc7fa11c,Juelsminde,juelsminde,i,high,default_city_town,false
73c50a60-1310-4348-b3bd-e6cfd9c6eff6,Jyderup,jyderup,i,high,default_city_town,false
16ee2e40-e683-4ef0-8b3c-a6233f1e65a0,Jyllinge,jyllinge,i,high,default_city_town,false
3901f881-2dc9-46ab-b403-861bb3a9e585,Jystrup Midtsj,jystrup-midtsj,i,high,default_city_town,false
68a73162-b17b-494f-b474-f1b7b98bdbba,Jægerspris,jaegerspris,i,high,default_city_town,false
c6bef3b8-d98d-46e1-bb41-ba7ac8ef4e4e,Kalundborg,kalundborg,i,high,default_city_town,false
ee45ece0-4ba0-41bf-8ef9-329d4158e2dd,Kalvehave,kalvehave,i,high,default_city_town,false
4b20ad81-7ed1-4f85-97f0-b5e4202c8e51,Karby,karby,i,high,default_city_town,false
bb827566-db1e-4c39-9e58-fd129494e6f7,Karise,karise,i,high,default_city_town,false
